footprint,nstories,buildingheight,eraBuilt,garageExists
"POLYGON ((37.4179784 36.9513019, 37.4179896 36.9512837, 37.4179485 36.9512676, 37.4179909 36.9511988, 37.4178623 36.9511483, 37.417812 36.9512301, 37.4178033 36.9512442, 37.4178175 36.9512498, 37.4177951 36.9512863, 37.4178923 36.9513245, 37.4179203 36.9512791, 37.4179784 36.9513019))",2,48.6,Pre-1970,False
"POLYGON ((37.2837339 37.1507898, 37.2840127 37.1509419, 37.2842715 37.1506404, 37.2839928 37.1504884, 37.2837339 37.1507898))",3,81.0,Pre-1970,True
"POLYGON ((37.4025915 37.0407237, 37.4025911 37.0407879, 37.4026967 37.0407883, 37.4026971 37.0407241, 37.4025915 37.0407237))",3,65.9,Pre-1970,False
"POLYGON ((37.4974552 37.1243296, 37.4975891 37.1243258, 37.4975929 37.1244104, 37.4974589 37.1244142, 37.4974552 37.1243296))",,,N/A,
"POLYGON ((37.9890195 36.9472895, 37.9891053 36.9472777, 37.9890951 36.9472302, 37.9890092 36.947242, 37.9890195 36.9472895))",,,N/A,
"POLYGON ((37.8514885 36.7788752, 37.8514892 36.7788112, 37.8516166 36.7788121, 37.8516159 36.7788761, 37.8514885 36.7788752))",,,N/A,
"POLYGON ((36.8307197 37.1023269, 36.8306555 37.1023218, 36.8306677 37.1022251, 36.8307319 37.1022302, 36.8307197 37.1023269))",,,N/A,
"POLYGON ((36.6413006 37.0375265, 36.6411917 37.0375286, 36.6411873 37.0373779, 36.6412962 37.0373759, 36.6413006 37.0375265))",2,34.1,Pre-1970,True
"POLYGON ((37.5035047 36.8908506, 37.5036437 36.89087, 37.5036658 36.8907691, 37.5035267 36.8907497, 37.5035047 36.8908506))",,,N/A,
"POLYGON ((37.5936936 37.3334554, 37.5938482 37.3334901, 37.5938248 37.3335561, 37.5936702 37.3335214, 37.5936936 37.3334554))",,,N/A,
"POLYGON ((37.4024261 37.0683191, 37.4024266 37.0683662, 37.4024574 37.068366, 37.4024569 37.0683189, 37.4024261 37.0683191))",2,30.2,Pre-1970,False
"POLYGON ((37.3912181 37.0511177, 37.3912999 37.0511323, 37.3913086 37.0511011, 37.3912268 37.0510865, 37.3912181 37.0511177))",1,30.3,Pre-1970,True
"POLYGON ((37.3890929 37.0915103, 37.3890891 37.0915225, 37.3890049 37.0915556, 37.3890663 37.0916391, 37.3891662 37.0916024, 37.3891622 37.0915965, 37.389135 37.0915562, 37.389138 37.0915474, 37.3890929 37.0915103))",1,22.4,Pre-1970,True
"POLYGON ((37.3811382 37.1388999, 37.3811373 37.138949, 37.3810783 37.1389484, 37.3810792 37.1388992, 37.3811382 37.1388999))",,,N/A,
"POLYGON ((37.2872347 37.1916068, 37.2874053 37.191603, 37.2874015 37.1914946, 37.2872309 37.1914984, 37.2872347 37.1916068))",,,N/A,
"POLYGON ((37.8610861 37.0212439, 37.8612059 37.0212626, 37.8612197 37.0212062, 37.8612273 37.0211748, 37.8611076 37.0211561, 37.8610861 37.0212439))",,,N/A,
"POLYGON ((37.3787444 37.0870684, 37.3787421 37.0871015, 37.3788771 37.0871075, 37.3788796 37.0870726, 37.3788459 37.0870711, 37.3788488 37.08703, 37.3787474 37.0870255, 37.3787444 37.0870684))",1,17.4,Pre-1970,True
"POLYGON ((37.6456068 36.8161234, 37.6454643 36.8161548, 37.6454248 36.8160402, 37.6455673 36.8160087, 37.6456068 36.8161234))",,,N/A,
"POLYGON ((37.427495 37.0927574, 37.4275565 37.0925873, 37.4277114 37.0926229, 37.4276499 37.092793, 37.427495 37.0927574))",2,40.1,Pre-1970,False
"POLYGON ((37.2647777 37.1853254, 37.2650074 37.1853024, 37.2650094 37.185315, 37.2651916 37.1852968, 37.2651984 37.1853396, 37.2651429 37.1853452, 37.2651572 37.1854356, 37.2648852 37.1854629, 37.2648749 37.1853976, 37.2648311 37.185402, 37.2648263 37.1853718, 37.2647857 37.1853759, 37.2647777 37.1853254))",,,N/A,
"POLYGON ((37.3853281 37.0496697, 37.3853209 37.0496488, 37.3853641 37.0496392, 37.3853713 37.0496602, 37.3853281 37.0496697))",1,24.9,Pre-1970,False
"POLYGON ((37.24428 37.217691, 37.2442768 37.217574, 37.2444322 37.2175713, 37.2444354 37.2176883, 37.24428 37.217691))",,,N/A,
"POLYGON ((36.9293647 37.1755054, 36.9294026 37.1753976, 36.9295504 37.1754306, 36.9295125 37.1755384, 36.9293647 37.1755054))",,,N/A,
"POLYGON ((37.4901849 36.9302024, 37.4902815 36.9302217, 37.4902914 36.9301931, 37.490195 36.9301716, 37.4901849 36.9302024))",,,N/A,
"POLYGON ((37.6903645 37.1527257, 37.6904267 37.1527492, 37.6904044 37.1527866, 37.6903422 37.1527631, 37.6903645 37.1527257))",2,56.6,2000-2009,False
"POLYGON ((37.405219 37.2243007, 37.4051554 37.2243893, 37.4050037 37.2243203, 37.4050673 37.2242318, 37.405219 37.2243007))",,,N/A,
"POLYGON ((37.3832618 37.0684656, 37.3832761 37.0684365, 37.3832123 37.0684165, 37.3831867 37.0684685, 37.383206 37.0684746, 37.3832173 37.0684517, 37.3832618 37.0684656))",3,89.0,Pre-1970,False
"POLYGON ((37.3850303 37.0962921, 37.3849739 37.0963274, 37.3849214 37.096264, 37.3848754 37.0962676, 37.3848245 37.0962119, 37.3849027 37.0961663, 37.3850303 37.0962921))",1,15.3,Pre-1970,True
"POLYGON ((37.4372264 37.041663, 37.4372981 37.0417488, 37.4373264 37.0417338, 37.437348 37.0417595, 37.4373786 37.0417432, 37.4373459 37.0417041, 37.4373219 37.0417169, 37.4373025 37.0416937, 37.4373167 37.0416861, 37.4373101 37.0416782, 37.4373302 37.0416676, 37.4372963 37.0416265, 37.4372264 37.041663))",2,27.9,Pre-1970,False
"POLYGON ((37.9053773 36.8711948, 37.9053704 36.8712321, 37.9053936 36.8712349, 37.9053844 36.8712847, 37.9054618 36.8712939, 37.9054779 36.8712067, 37.9053773 36.8711948))",,,N/A,
"POLYGON ((37.7988125 36.8314143, 37.7989277 36.8314002, 37.7989079 36.8312972, 37.7987928 36.8313114, 37.7988125 36.8314143))",,,N/A,
"POLYGON ((37.3701765 36.7938327, 37.370189 36.7939935, 37.3700859 36.7939986, 37.3700735 36.7938378, 37.3701765 36.7938327))",,,N/A,
"POLYGON ((36.8836267 37.1236061, 36.8835735 37.123654, 36.8831608 37.1233626, 36.8832141 37.1233146, 36.8836267 37.1236061))",,,N/A,
"POLYGON ((37.3829951 37.091051, 37.3830439 37.0910441, 37.383036 37.0910082, 37.3829872 37.091015, 37.3829951 37.091051))",2,38.9,Pre-1970,False
"POLYGON ((37.3948916 37.0459239, 37.3948787 37.0459949, 37.3949598 37.0460043, 37.3949727 37.0459333, 37.3948916 37.0459239))",2,35.7,Pre-1970,False
"POLYGON ((37.3509325 37.0444249, 37.3509889 37.0443664, 37.3510484 37.0444029, 37.3510199 37.0444325, 37.350992 37.0444614, 37.3509325 37.0444249))",,,N/A,
"POLYGON ((37.3991739 37.03822, 37.3991361 37.0381757, 37.39903 37.0382333, 37.3990432 37.0382488, 37.3990678 37.0382776, 37.3991739 37.03822))",2,69.8,Pre-1970,False
"POLYGON ((36.5692455 36.9178889, 36.5692031 36.9178928, 36.5691868 36.9177817, 36.5692291 36.9177777, 36.5692455 36.9178889))",,,N/A,
"POLYGON ((37.387142 37.0529622, 37.3871931 37.0530146, 37.3872959 37.052951, 37.3872651 37.0529193, 37.3872179 37.0529485, 37.3871977 37.0529277, 37.387142 37.0529622))",2,38.0,Pre-1970,True
"POLYGON ((37.5674946 37.3188333, 37.5675965 37.3188322, 37.5675953 37.3187619, 37.5674934 37.318763, 37.5674946 37.3188333))",1,14.5,Pre-1970,False
"POLYGON ((37.3967388 37.0498143, 37.3967548 37.0497985, 37.3967096 37.0497693, 37.3966936 37.0497852, 37.3967388 37.0498143))",1,26.4,Pre-1970,False
"POLYGON ((37.1873635 37.0402232, 37.1874412 37.0402218, 37.1874442 37.0403215, 37.1873664 37.040323, 37.1873635 37.0402232))",,,N/A,
"POLYGON ((37.2917157 37.0706485, 37.2918009 37.0705368, 37.2919297 37.0705804, 37.2917845 37.0706872, 37.2917157 37.0706485))",,,N/A,
"POLYGON ((37.3763732 37.0511315, 37.3763737 37.0511527, 37.3763996 37.0511523, 37.3763985 37.0511066, 37.3763726 37.051107, 37.3763732 37.0511315))",3,73.8,Pre-1970,False
"POLYGON ((37.6944618 37.041731, 37.6944622 37.0416961, 37.6945041 37.0416964, 37.6945037 37.0417295, 37.6944618 37.041731))",,,N/A,
"POLYGON ((37.2785954 37.1176396, 37.2785253 37.1175335, 37.2783735 37.1175781, 37.2784389 37.1176899, 37.2785954 37.1176396))",2,33.7,1990-1999,True
"POLYGON ((37.3635755 36.8820862, 37.3636637 36.8820696, 37.3636423 36.8819967, 37.363554 36.8820133, 37.3635755 36.8820862))",1,16.9,Pre-1970,False
"POLYGON ((37.9586086 36.9879968, 37.9586108 36.9880803, 37.9584338 36.9880832, 37.9584317 36.9879997, 37.9586086 36.9879968))",,,N/A,
"POLYGON ((37.370407 37.0162633, 37.3704092 37.0161083, 37.3706963 37.016111, 37.370694 37.016266, 37.370407 37.0162633))",3,65.9,Pre-1970,False
"POLYGON ((37.3957709 37.0869123, 37.3958171 37.0869053, 37.395886 37.086897, 37.3959685 37.0868897, 37.3960441 37.086886, 37.3961425 37.0868956, 37.3962476 37.0869095, 37.3962689 37.0868267, 37.3962371 37.0868258, 37.3962393 37.0867941, 37.3962728 37.0867913, 37.396278 37.0867501, 37.3963373 37.0867448, 37.3963355 37.086721, 37.3963769 37.0867215, 37.3963758 37.0866841, 37.3956628 37.0866937, 37.3956632 37.0868071, 37.395784 37.0867973, 37.3957832 37.0868324, 37.3957482 37.0868437, 37.3957709 37.0869123))",2,53.9,Pre-1970,False
"POLYGON ((37.8096941 37.0407232, 37.8098807 37.0406951, 37.8099034 37.0407912, 37.8097168 37.0408193, 37.8096941 37.0407232))",1,28.1,Pre-1970,False
"POLYGON ((37.7289957 37.3205899, 37.729021 37.3205905, 37.7290223 37.3205505, 37.7289971 37.3205499, 37.7289957 37.3205899))",,,N/A,
"POLYGON ((37.7136494 37.2264575, 37.7135941 37.2266335, 37.7134881 37.2266124, 37.7135434 37.2264364, 37.7136494 37.2264575))",,,N/A,
"POLYGON ((37.2993909 37.138335, 37.2993887 37.1383897, 37.2992547 37.1383863, 37.2992569 37.1383316, 37.2993909 37.138335))",2,31.2,Pre-1970,False
"POLYGON ((37.6337803 37.1868033, 37.6336623 37.1868263, 37.6336242 37.1867023, 37.6337423 37.1866793, 37.6337803 37.1868033))",,,N/A,
"POLYGON ((37.3847328 37.038761, 37.3847328 37.0387358, 37.3847165 37.0387358, 37.3847165 37.038761, 37.3847219 37.038761, 37.3847328 37.038761))",,,N/A,
"POLYGON ((37.3595847 37.1547475, 37.3594838 37.1547321, 37.3595025 37.1546538, 37.3596035 37.1546691, 37.3595847 37.1547475))",,,N/A,
"POLYGON ((37.3901431 37.0568795, 37.3900973 37.0568546, 37.3900791 37.0568759, 37.3900197 37.0568436, 37.3900541 37.0568033, 37.3900329 37.0567918, 37.3900646 37.0567546, 37.3901133 37.056781, 37.3901545 37.0567328, 37.3902322 37.056775, 37.3901431 37.0568795))",2,41.8,Pre-1970,True
"POLYGON ((36.9577503 37.2601269, 36.957871 37.2601139, 36.9578495 37.259988, 36.9577289 37.260001, 36.9577503 37.2601269))",,,N/A,
"POLYGON ((37.3858599 37.0523697, 37.3858957 37.0524085, 37.3859386 37.0523833, 37.3859028 37.0523445, 37.3858599 37.0523697))",1,32.6,Pre-1970,False
"POLYGON ((37.9431202 36.9529762, 37.9431671 36.9529977, 37.9431908 36.9529646, 37.9431438 36.9529431, 37.9431202 36.9529762))",,,N/A,
"POLYGON ((37.7423556 37.2511411, 37.7422508 37.2512636, 37.7421408 37.2512041, 37.7422456 37.2510815, 37.7423556 37.2511411))",,,N/A,
"POLYGON ((37.5052633 36.947131, 37.5053448 36.9471337, 37.5053406 36.947215, 37.5052591 36.9472123, 37.5052633 36.947131))",,,N/A,
"POLYGON ((37.3930939 37.0357229, 37.3931455 37.0357222, 37.3931449 37.0356946, 37.3930479 37.0356959, 37.3930491 37.0357548, 37.3930945 37.0357542, 37.3930939 37.0357229))",4,101.3,Pre-1970,False
"POLYGON ((37.6100708 37.2312779, 37.6101045 37.2313146, 37.6100054 37.2313722, 37.609972 37.2313358, 37.6100708 37.2312779))",,,N/A,
"POLYGON ((37.3228145 37.0371737, 37.3229587 37.0370795, 37.3231292 37.0372459, 37.322985 37.0373401, 37.3228145 37.0371737))",4,68.4,Pre-1970,False
"POLYGON ((37.353871 37.0430939, 37.3540151 37.0430999, 37.3540213 37.0430055, 37.3538772 37.0429994, 37.353871 37.0430939))",2,45.7,Pre-1970,False
"POLYGON ((36.7343051 36.9373684, 36.7343149 36.9373244, 36.7344885 36.9373493, 36.7344787 36.9373932, 36.7343051 36.9373684))",,,N/A,
"POLYGON ((37.3975769 37.0529523, 37.3976203 37.052976, 37.3976139 37.0529835, 37.3976326 37.0529938, 37.3976512 37.0529723, 37.397589 37.0529382, 37.3975769 37.0529523))",2,36.5,Pre-1970,False
"POLYGON ((37.3188573 37.0265751, 37.318856 37.0268856, 37.3188491 37.0268856, 37.3188491 37.026892, 37.318715 37.0268917, 37.3187159 37.0266647, 37.3187803 37.0266649, 37.3187806 37.0265749, 37.3188573 37.0265751))",1,20.0,1980-1989,False
"POLYGON ((37.4788911 37.3354001, 37.4789074 37.335436, 37.4788314 37.3354577, 37.4788151 37.3354218, 37.4788911 37.3354001))",,,N/A,
"POLYGON ((37.1883382 37.0154724, 37.1883022 37.0153927, 37.1882468 37.0154086, 37.1882829 37.0154884, 37.1883382 37.0154724))",,,N/A,
"POLYGON ((37.3908401 37.0607643, 37.3908406 37.0607128, 37.3907762 37.0607123, 37.3907756 37.0607638, 37.3908401 37.0607643))",2,34.7,Pre-1970,False
"POLYGON ((37.3644799 37.0433107, 37.3644758 37.0432346, 37.3645371 37.0432326, 37.3645384 37.0432559, 37.3645397 37.0432806, 37.3645412 37.0433087, 37.3644799 37.0433107))",4,68.6,Pre-1970,True
"POLYGON ((37.3496057 37.041016, 37.3495273 37.0409667, 37.3496704 37.0408217, 37.3497488 37.040871, 37.3496057 37.041016))",1,13.6,Pre-1970,True
"POLYGON ((37.3660274 37.0778361, 37.3659807 37.0777457, 37.3662309 37.0776797, 37.3662618 37.077777, 37.3660274 37.0778361))",2,46.2,Pre-1970,False
"POLYGON ((36.8382945 37.2278575, 36.8385239 37.2279215, 36.8389567 37.2269382, 36.8387271 37.2268741, 36.8382945 37.2278575))",,,N/A,
"POLYGON ((37.5127286 36.9669471, 37.5129135 36.9670025, 37.5128677 36.9671002, 37.5128286 36.9670885, 37.5128153 36.9671167, 37.5127354 36.9670927, 37.5127274 36.9671096, 37.5126616 36.9670899, 37.5127286 36.9669471))",3,53.9,Pre-1970,False
"POLYGON ((37.3818036 37.0845056, 37.3818244 37.084403, 37.3819491 37.0844191, 37.3819284 37.0845217, 37.3818036 37.0845056))",1,14.8,Pre-1970,True
"POLYGON ((37.3822783 37.0545328, 37.3823936 37.0545489, 37.3824115 37.0544669, 37.3822962 37.0544508, 37.3822783 37.0545328))",2,30.1,Pre-1970,True
"POLYGON ((37.3536659 37.03591, 37.3537017 37.0359423, 37.3536925 37.0359487, 37.3537347 37.0359868, 37.3537767 37.0359572, 37.3536988 37.0358868, 37.353684 37.0358972, 37.3536659 37.03591))",2,40.1,Pre-1970,False
"POLYGON ((37.7947322 36.8275682, 37.7946984 36.8275677, 37.7946978 36.8275891, 37.7945065 36.827586, 37.79451 36.8274499, 37.7945957 36.8274514, 37.7945952 36.8274737, 37.7947346 36.827476, 37.7947322 36.8275682))",,,N/A,
"POLYGON ((37.3727519 37.0776093, 37.3726657 37.0776117, 37.3726718 37.0777508, 37.3727579 37.0777484, 37.3727519 37.0776093))",3,60.2,Pre-1970,False
"POLYGON ((37.3456024 37.0539341, 37.345614 37.0538137, 37.3454961 37.0538065, 37.3454845 37.0539268, 37.3456024 37.0539341))",,,N/A,
"POLYGON ((37.4103597 37.0685845, 37.4103809 37.0685003, 37.4103274 37.0684917, 37.4103182 37.0685282, 37.4103383 37.0685314, 37.4103335 37.0685507, 37.4102868 37.0685432, 37.4102797 37.0685717, 37.4103597 37.0685845))",4,72.3,Pre-1970,False
"POLYGON ((37.5324918 37.0308018, 37.5326303 37.03096, 37.533074 37.0307126, 37.5329355 37.0305543, 37.5324918 37.0308018))",,,N/A,
"POLYGON ((37.5798007 37.0289571, 37.579936 37.0289961, 37.5799069 37.0290605, 37.579876 37.0290516, 37.5798494 37.0291103, 37.579745 37.0290802, 37.5798007 37.0289571))",1,20.6,Pre-1970,True
"POLYGON ((37.3781502 37.1042663, 37.3783184 37.1041622, 37.3784797 37.1043278, 37.3783115 37.1044319, 37.3781502 37.1042663))",4,74.7,Pre-1970,False
"POLYGON ((37.7002738 37.4759196, 37.7002771 37.4759919, 37.7001673 37.4759951, 37.700164 37.4759228, 37.7002738 37.4759196))",,,N/A,
"POLYGON ((37.6063958 37.2590024, 37.6063183 37.2589985, 37.6063222 37.2589496, 37.6063996 37.2589535, 37.6063958 37.2590024))",,,N/A,
"POLYGON ((37.3935422 37.0865147, 37.3936396 37.0865135, 37.3936361 37.0863371, 37.3935388 37.0863384, 37.3935422 37.0865147))",2,38.2,Pre-1970,True
"POLYGON ((37.4063593 37.0496894, 37.4063324 37.0496143, 37.4062732 37.0496279, 37.4062887 37.0496711, 37.4063019 37.049668, 37.4063133 37.0496999, 37.4063593 37.0496894))",1,32.6,Post-2010,True
"POLYGON ((37.8123894 37.4598434, 37.812206 37.4598391, 37.8122087 37.4597668, 37.8123921 37.4597711, 37.8123894 37.4598434))",,,N/A,
"POLYGON ((37.3400643 37.0149059, 37.3402883 37.0145161, 37.3400741 37.0144376, 37.3398502 37.0148274, 37.3400643 37.0149059))",1,19.3,Pre-1970,True
"POLYGON ((37.23031 37.0823405, 37.2305878 37.0823404, 37.2305878 37.0822641, 37.2303099 37.0822641, 37.23031 37.0823405))",,,N/A,
"POLYGON ((37.3470936 37.0471872, 37.3470816 37.0472084, 37.3470952 37.0472133, 37.347077 37.0472456, 37.3471028 37.0472549, 37.3470719 37.0473099, 37.3469943 37.0472821, 37.3470012 37.04727, 37.3469768 37.0472613, 37.3470309 37.0471648, 37.3470936 37.0471872))",,,N/A,
"POLYGON ((36.538106 36.8800332, 36.5382061 36.8800404, 36.5382186 36.8799297, 36.5383047 36.8799359, 36.5382906 36.8800615, 36.538256 36.880059, 36.5382439 36.8801667, 36.5380923 36.8801558, 36.538106 36.8800332))",,,N/A,
"POLYGON ((37.3879324 37.1247783, 37.3880132 37.1247116, 37.3879584 37.1246368, 37.3879117 37.1246585, 37.3879324 37.1247783))",2,42.5,Pre-1970,False
"POLYGON ((37.4113189 37.0628257, 37.4113502 37.0628388, 37.4113884 37.0627804, 37.4113571 37.0627674, 37.4113189 37.0628257))",2,33.8,Pre-1970,True
"POLYGON ((37.3808766 37.0527249, 37.380959 37.0527382, 37.3809671 37.0527064, 37.3809896 37.0526183, 37.3809071 37.052605, 37.3808766 37.0527249))",3,51.8,Pre-1970,False
"POLYGON ((37.7500573 36.9170936, 37.7497643 36.9170404, 37.7497884 36.9169555, 37.7500815 36.9170088, 37.7500573 36.9170936))",,,N/A,
"POLYGON ((37.3412368 37.0655083, 37.3412737 37.0653239, 37.3415311 37.0653567, 37.3414941 37.0655412, 37.3412368 37.0655083))",5,80.2,1980-1989,False
"POLYGON ((37.384814 37.0912255, 37.3848117 37.0912169, 37.3847472 37.0912276, 37.3847653 37.0912973, 37.3847942 37.0912925, 37.3847903 37.0912776, 37.384826 37.0912716, 37.384814 37.0912255))",2,36.0,Pre-1970,False
"POLYGON ((37.339469 37.0448959, 37.3394579 37.0449366, 37.3394186 37.0449297, 37.3394297 37.0448891, 37.339469 37.0448959))",2,35.4,Pre-1970,True
"POLYGON ((36.7969314 36.9311253, 36.7969702 36.9311259, 36.7969702 36.9310822, 36.7969322 36.9310828, 36.7969314 36.9311253))",,,N/A,
"POLYGON ((37.294825 36.9944127, 37.2949805 36.9944781, 37.2949462 36.9945301, 37.2949042 36.9945124, 37.2948501 36.9945946, 37.2947366 36.994547, 37.294825 36.9944127))",1,19.1,Pre-1970,False
"POLYGON ((37.557165 37.249564, 37.5573025 37.2496284, 37.5572245 37.2497339, 37.557087 37.2496695, 37.557165 37.249564))",,,N/A,
"POLYGON ((37.7521629 36.8993113, 37.7521245 36.8992105, 37.7522333 36.899184, 37.7523196 36.8992973, 37.7522076 36.8993246, 37.7521992 36.8993025, 37.7521629 36.8993113))",,,N/A,
"POLYGON ((37.3761993 37.0532995, 37.3762318 37.0532718, 37.3762001 37.0532481, 37.376133 37.0533053, 37.3761647 37.053329, 37.3761993 37.0532995))",3,49.6,Pre-1970,True
"POLYGON ((37.3886756 37.0866387, 37.3887147 37.0866335, 37.3888898 37.0865143, 37.3890042 37.0865041, 37.3891996 37.0864643, 37.389196 37.0867018, 37.3888215 37.0867338, 37.3886883 37.0866991, 37.3886756 37.0866387))",,,N/A,
"POLYGON ((37.3830538 37.0532342, 37.3833253 37.053221, 37.383337 37.0533887, 37.3829395 37.053399, 37.3830538 37.0532342))",1,32.1,Pre-1970,False
"POLYGON ((37.6829247 36.8518564, 37.6829451 36.8517614, 37.6836545 36.8518952, 37.6836302 36.8519809, 37.6829247 36.8518564))",,,N/A,
"POLYGON ((37.2043238 37.2596535, 37.2045057 37.2596461, 37.2045024 37.259595, 37.2045358 37.2595936, 37.2045339 37.2595648, 37.2046356 37.2595607, 37.2046408 37.2596416, 37.204606 37.259643, 37.2046097 37.2597005, 37.2045148 37.2597044, 37.2045184 37.2597597, 37.2043311 37.2597674, 37.2043238 37.2596535))",,,N/A,
"POLYGON ((37.3818135 37.0402033, 37.3818901 37.0401762, 37.3819548 37.0402924, 37.3818782 37.0403196, 37.3818135 37.0402033))",,,N/A,
"POLYGON ((37.3834952 37.0912652, 37.3835183 37.091265, 37.3835185 37.0912768, 37.3835551 37.0912765, 37.3835539 37.0911997, 37.383483 37.0912004, 37.3834835 37.091232, 37.3834947 37.0912319, 37.3834952 37.0912652))",4,111.5,Pre-1970,False
"POLYGON ((36.7258773 37.1832849, 36.7258811 37.1833596, 36.7258677 37.18336, 36.7258704 37.1834112, 36.7257446 37.1834154, 36.725738 37.1832895, 36.7258773 37.1832849))",,,N/A,
"POLYGON ((37.7052993 37.0904794, 37.7053451 37.0905159, 37.7053118 37.0905426, 37.705266 37.0905061, 37.7052993 37.0904794))",2,52.4,Pre-1970,False
"POLYGON ((37.7790199 36.9338008, 37.7789729 36.9338519, 37.7791204 36.9339388, 37.7791674 36.9338877, 37.7790199 36.9338008))",,,N/A,
"POLYGON ((37.3428602 37.1668345, 37.3428911 37.16649, 37.3431313 37.1665037, 37.3431483 37.1663144, 37.3433965 37.1663285, 37.3434138 37.166135, 37.343694 37.166151, 37.34371 37.1659737, 37.3438621 37.1659823, 37.3438517 37.166098, 37.3439051 37.166101, 37.3439009 37.1661478, 37.3440971 37.166159, 37.3440813 37.1663355, 37.3443493 37.1663508, 37.3443371 37.1664869, 37.3444252 37.1664919, 37.3444221 37.1665259, 37.3445903 37.1665355, 37.3445741 37.1667154, 37.3446915 37.1667221, 37.344675 37.1669059, 37.3446056 37.1669019, 37.3446003 37.1669614, 37.344351 37.1669472, 37.3443544 37.166909, 37.3442408 37.1669025, 37.3442399 37.1669131, 37.3428602 37.1668345))",1,15.4,Pre-1970,False
"POLYGON ((37.3714836 37.0517035, 37.3715133 37.0517231, 37.3715433 37.051694, 37.3715136 37.0516744, 37.3714836 37.0517035))",1,22.7,Pre-1970,True
"POLYGON ((37.7688551 36.7922559, 37.7689038 36.792285, 37.7689665 36.7922175, 37.7689178 36.7921885, 37.7688551 36.7922559))",,,N/A,
"POLYGON ((37.3548337 37.0350263, 37.3549293 37.0351252, 37.3549565 37.0351084, 37.3549232 37.035074, 37.3549711 37.0350444, 37.3549088 37.03498, 37.3548337 37.0350263))",3,47.4,Pre-1970,True
"POLYGON ((37.4475431 37.0491641, 37.4476129 37.0490968, 37.4474574 37.048994, 37.4473876 37.0490613, 37.4475431 37.0491641))",,,N/A,
"POLYGON ((37.3426493 37.0460209, 37.3427189 37.046022, 37.3427168 37.0461053, 37.3426472 37.0461042, 37.3426493 37.0460209))",2,43.0,Pre-1970,False
"POLYGON ((37.3766292 37.0952472, 37.3765966 37.0953474, 37.376476 37.0953224, 37.3765086 37.0952222, 37.3766292 37.0952472))",1,23.7,Pre-1970,False
"POLYGON ((37.3817694 37.0713309, 37.3819403 37.0712903, 37.3818948 37.0711682, 37.3817239 37.0712087, 37.3817694 37.0713309))",2,40.7,Pre-1970,True
"POLYGON ((36.9272697 37.1754881, 36.9273647 37.1755156, 36.927425 37.1753831, 36.92733 37.1753556, 36.9272697 37.1754881))",,,N/A,
