footprint,nstories,buildingheight,eraBuilt,garageExists
"POLYGON ((37.3452655 37.0436134, 37.3453704 37.0436665, 37.3453975 37.0436324, 37.3454282 37.0435937, 37.3454149 37.043587, 37.3454094 37.0435842, 37.3453233 37.0435406, 37.3452655 37.0436134))",2,39.5,Pre-1970,False
"POLYGON ((37.4984565 36.9803478, 37.498495 36.9803477, 37.4984951 36.9803639, 37.4985404 36.9803638, 37.4985403 36.980318, 37.4985145 36.9803181, 37.4985145 36.9803135, 37.4985038 36.9803135, 37.4985038 36.9803068, 37.4984638 36.9803068, 37.4984639 36.9803285, 37.4984565 36.9803285, 37.4984565 36.9803478))",2,43.9,Pre-1970,True
"POLYGON ((37.4231381 37.0881324, 37.4232863 37.0879705, 37.4234414 37.0880608, 37.4232932 37.0882227, 37.4231381 37.0881324))",3,67.7,Pre-1970,False
"POLYGON ((37.4326047 37.050506, 37.432679 37.0504375, 37.432563 37.0503572, 37.4324886 37.0504257, 37.4326047 37.050506))",3,53.6,Pre-1970,True
"POLYGON ((37.3458517 37.0539463, 37.3457194 37.0539427, 37.3457231 37.0538563, 37.3458554 37.0538599, 37.3458517 37.0539463))",2,30.5,1980-1989,True
"POLYGON ((37.8500401 36.7804798, 37.8501563 36.7805043, 37.8501801 36.7804317, 37.850064 36.7804072, 37.8500401 36.7804798))",,,N/A,
"POLYGON ((36.712336 37.1672949, 36.7123969 37.1673405, 36.7124599 37.1672872, 36.7123989 37.1672415, 36.712336 37.1672949))",,,N/A,
"POLYGON ((37.3819095 37.043902, 37.3819144 37.0439666, 37.382025 37.0439613, 37.3820201 37.0438966, 37.3819095 37.043902))",1,25.0,Pre-1970,True
"POLYGON ((37.9039854 36.869075, 37.90395 36.869189, 37.9038844 36.8691759, 37.9039198 36.869062, 37.9039854 36.869075))",,,N/A,
"POLYGON ((37.3176376 37.0572208, 37.3176844 37.0570786, 37.3178686 37.0571172, 37.3178219 37.0572594, 37.3176376 37.0572208))",1,19.7,1970-1979,False
"POLYGON ((37.7798918 37.0137213, 37.7800228 37.0137199, 37.7800932 37.0137191, 37.7800916 37.0135496, 37.7800137 37.0135506, 37.7800166 37.0136324, 37.7798903 37.0136337, 37.7798918 37.0137213))",3,76.9,Pre-1970,False
"POLYGON ((37.4496792 36.8875322, 37.4494144 36.8875856, 37.4493957 36.8875262, 37.4495899 36.8874871, 37.4495679 36.8874173, 37.4496385 36.8874031, 37.4496792 36.8875322))",,,N/A,
"POLYGON ((37.3964103 37.0879339, 37.3954903 37.0879205, 37.3954791 37.0880324, 37.3953557 37.0882248, 37.3953837 37.0884754, 37.3956308 37.0884695, 37.395642 37.0887079, 37.3954959 37.088682, 37.3953108 37.0892943, 37.3951818 37.0897463, 37.3951033 37.0897329, 37.3951818 37.0893883, 37.3946601 37.0892943, 37.3946376 37.0893525, 37.3945311 37.0893391, 37.3944918 37.0894554, 37.3946208 37.0894823, 37.3945591 37.0896389, 37.3943515 37.0896031, 37.3940093 37.0907666, 37.394172 37.0908829, 37.394374 37.0909142, 37.3943459 37.0910485, 37.3945423 37.0910887, 37.3945872 37.0909814, 37.3946993 37.0909903, 37.394632 37.0912364, 37.3945198 37.0912185, 37.3944862 37.0914199, 37.3948676 37.0919345, 37.3951874 37.0918271, 37.3954118 37.0910753, 37.3955296 37.0910798, 37.3957764 37.090158, 37.3958381 37.0901669, 37.3962757 37.0887036, 37.3962981 37.0883859, 37.3963935 37.088189, 37.3964103 37.0879339))",,,N/A,
"POLYGON ((37.3325987 37.0479597, 37.3326681 37.0478987, 37.3327227 37.0479381, 37.3326824 37.0479735, 37.3326533 37.0479992, 37.3325987 37.0479597))",2,31.7,2000-2009,False
"POLYGON ((37.1360909 37.1467581, 37.1362054 37.1467821, 37.1362311 37.1467365, 37.1361539 37.1467034, 37.1361796 37.146635, 37.1361596 37.1466396, 37.136151 37.1466738, 37.1361295 37.146684, 37.1360909 37.1467581))",,,N/A,
"POLYGON ((37.3029993 37.1034735, 37.3030474 37.1034742, 37.3030724 37.1034115, 37.303028 37.1034152, 37.3029993 37.1034735))",1,31.6,Pre-1970,False
"POLYGON ((37.3864629 37.0463841, 37.3864646 37.0464171, 37.386516 37.0464154, 37.3865143 37.0463824, 37.3864629 37.0463841))",2,45.5,Pre-1970,False
"POLYGON ((37.9901544 36.9142083, 37.9901587 36.9141342, 37.9902845 36.9141389, 37.9902801 36.914213, 37.9901544 36.9142083))",,,N/A,
"POLYGON ((37.400456 37.0521929, 37.4005411 37.052107, 37.4004776 37.0520669, 37.4003925 37.0521528, 37.400456 37.0521929))",1,21.3,Pre-1970,True
"POLYGON ((37.9116581 36.9199679, 37.9115364 36.9199307, 37.9115794 36.9198407, 37.9117012 36.9198779, 37.9116581 36.9199679))",,,N/A,
"POLYGON ((37.3873826 37.0677437, 37.3874296 37.067743, 37.3874302 37.0677673, 37.3874369 37.0677672, 37.3874375 37.0677936, 37.3873837 37.0677944, 37.3873826 37.0677437))",1,18.3,2000-2009,True
"POLYGON ((37.9688414 36.9051391, 37.9688712 36.905003, 37.9690551 36.9050288, 37.9690252 36.9051649, 37.9688414 36.9051391))",,,N/A,
"POLYGON ((37.80169 37.0079892, 37.8019974 37.0079392, 37.8019769 37.0078591, 37.8016695 37.0079092, 37.80169 37.0079892))",3,47.1,Pre-1970,False
"POLYGON ((37.331905 36.997246, 37.3319807 36.9972309, 37.3319997 36.9972913, 37.3319239 36.9973065, 37.331905 36.997246))",,,N/A,
"POLYGON ((37.7975778 37.0162579, 37.7977389 37.0163029, 37.7978677 37.0160089, 37.7977118 37.0159656, 37.7976963 37.0159969, 37.7976587 37.016073, 37.7976018 37.0162031, 37.7975907 37.0162284, 37.7975778 37.0162579))",3,64.2,Pre-1970,False
"POLYGON ((37.6183762 37.4683301, 37.6186184 37.4683668, 37.6186087 37.4684071, 37.6185466 37.4683977, 37.6185367 37.4684387, 37.6184694 37.4684286, 37.6184591 37.4684717, 37.6183463 37.4684546, 37.6183762 37.4683301))",,,N/A,
"POLYGON ((37.4046251 37.098251, 37.4046895 37.0982007, 37.4046105 37.0981364, 37.4045462 37.0981867, 37.4046251 37.098251))",,,N/A,
"POLYGON ((36.7787598 37.1050255, 36.7787343 37.1050896, 36.7786404 37.1050659, 36.7786659 37.1050017, 36.7787598 37.1050255))",,,N/A,
"POLYGON ((37.3845161 37.0387455, 37.3845367 37.0387452, 37.384536 37.0387083, 37.3845154 37.0387086, 37.3845161 37.0387455))",2,49.0,Pre-1970,True
"POLYGON ((36.9371582 37.1749333, 36.937177 37.1749327, 36.9371747 37.17489, 36.9372806 37.1748865, 36.9372889 37.1750422, 36.9371642 37.1750464, 36.9371582 37.1749333))",1,20.4,Pre-1970,False
"POLYGON ((37.2625184 37.1920081, 37.2624273 37.1920078, 37.2624272 37.1920151, 37.2622824 37.1920146, 37.2622831 37.19188, 37.2625192 37.1918808, 37.2625184 37.1920081))",,,N/A,
"POLYGON ((37.6605913 36.8765, 37.6607246 36.876477, 37.6607511 36.8765754, 37.6606179 36.8765984, 37.6605913 36.8765))",,,N/A,
"POLYGON ((37.3885772 37.0698863, 37.3885821 37.0700124, 37.3885017 37.0700144, 37.3884968 37.0698882, 37.3885772 37.0698863))",2,52.9,Pre-1970,False
"POLYGON ((37.1938484 37.0567453, 37.1939368 37.056768, 37.1938837 37.0568997, 37.193819 37.0568831, 37.1938408 37.0568289, 37.1938172 37.0568229, 37.1938484 37.0567453))",,,N/A,
"POLYGON ((37.4067442 37.0431527, 37.4068327 37.0431704, 37.4068486 37.0431259, 37.4068088 37.0431146, 37.4067982 37.0431301, 37.4067548 37.0431252, 37.4067442 37.0431527))",2,52.6,Pre-1970,True
"POLYGON ((37.7670724 36.8625069, 37.7671401 36.862506, 37.7671378 36.8623978, 37.7670374 36.8623991, 37.7670384 36.8624452, 37.7670711 36.8624447, 37.7670724 36.8625069))",,,N/A,
"POLYGON ((36.7811814 37.0821747, 36.7811479 37.0821754, 36.7811437 37.0820391, 36.7812639 37.0820368, 36.7812667 37.0821295, 36.7812442 37.0821299, 36.7812455 37.0821734, 36.7811814 37.0821747))",,,N/A,
"POLYGON ((37.7068682 37.09073, 37.7068068 37.0907349, 37.7067963 37.0906502, 37.7068577 37.0906454, 37.7068682 37.09073))",,,N/A,
"POLYGON ((37.8580363 37.4515891, 37.8580534 37.4516531, 37.8579404 37.4516721, 37.8579234 37.4516081, 37.8580363 37.4515891))",,,N/A,
"POLYGON ((37.7487794 36.9162987, 37.7488464 36.9163053, 37.7488611 36.9162099, 37.7487941 36.9162032, 37.7487794 36.9162987))",,,N/A,
"POLYGON ((37.4193364 37.0507214, 37.4193116 37.0506513, 37.4191601 37.0506854, 37.4191872 37.0507622, 37.419227 37.0507532, 37.4192176 37.0507268, 37.4192679 37.0507155, 37.4192749 37.0507353, 37.4193364 37.0507214))",3,62.2,Pre-1970,True
"POLYGON ((37.2991379 37.1503953, 37.2992885 37.1503353, 37.2993366 37.1504118, 37.299186 37.1504719, 37.2991379 37.1503953))",2,80.9,Pre-1970,False
"POLYGON ((37.3061787 36.859078, 37.3061713 36.8591579, 37.3062401 36.859162, 37.3062475 36.859082, 37.3061787 36.859078))",1,17.6,Pre-1970,False
"POLYGON ((37.3523209 37.0480904, 37.3523055 37.0481799, 37.3523605 37.048186, 37.3523634 37.0481691, 37.3524591 37.0481796, 37.3524716 37.0481069, 37.3523209 37.0480904))",,,N/A,
"POLYGON ((37.3272837 37.0404413, 37.3272189 37.0403021, 37.327419 37.0402427, 37.3274838 37.0403819, 37.3272837 37.0404413))",3,57.3,Pre-1970,False
"POLYGON ((37.3859329 37.0769794, 37.3858739 37.076977, 37.3858773 37.0769236, 37.3858633 37.076923, 37.3858655 37.0768892, 37.3858973 37.0768905, 37.3858937 37.0769464, 37.3859349 37.0769481, 37.3859329 37.0769794))",2,46.5,Pre-1970,False
"POLYGON ((37.4244757 36.8619943, 37.4244924 36.8618533, 37.4246925 36.8618685, 37.4246758 36.8620095, 37.4244757 36.8619943))",,,N/A,
"POLYGON ((36.8851527 36.9550702, 36.8852762 36.9550319, 36.8852907 36.9550616, 36.8853606 36.9550399, 36.8853896 36.9550995, 36.8851962 36.9551596, 36.8851527 36.9550702))",,,N/A,
"POLYGON ((37.3753217 37.0380259, 37.3753668 37.0379948, 37.3753175 37.0379494, 37.3752724 37.0379805, 37.3753217 37.0380259))",3,62.4,Pre-1970,True
"POLYGON ((37.3792186 37.0975692, 37.3793142 37.0975042, 37.379463 37.0976349, 37.3793647 37.0977031, 37.3792186 37.0975692))",3,46.3,Pre-1970,True
"POLYGON ((37.3073724 37.1547629, 37.3075922 37.15477, 37.307598 37.1546576, 37.3073781 37.1546504, 37.3073724 37.1547629))",,,N/A,
"POLYGON ((37.3457895 37.0915567, 37.3459753 37.0914325, 37.3458439 37.0913074, 37.3456581 37.0914315, 37.3457895 37.0915567))",,,N/A,
"POLYGON ((37.8243525 37.2841352, 37.8245026 37.2841046, 37.82445 37.2839677, 37.8243138 37.2839989, 37.8243525 37.2841352))",,,N/A,
"POLYGON ((37.5839087 36.7917631, 37.5839992 36.7917749, 37.5840094 36.7917246, 37.5839189 36.7917128, 37.5839087 36.7917631))",,,N/A,
"POLYGON ((37.0193507 37.1758067, 37.019303 37.1758028, 37.0193086 37.1757584, 37.0193564 37.1757623, 37.0193507 37.1758067))",,,N/A,
"POLYGON ((37.3630315 37.0489503, 37.3629993 37.0488764, 37.3630377 37.0488657, 37.3630563 37.0489084, 37.3630414 37.0489126, 37.363055 37.0489437, 37.3630315 37.0489503))",1,15.2,1980-1989,True
"POLYGON ((37.3251985 37.0734765, 37.3251325 37.0732746, 37.325337 37.073232, 37.325403 37.0734339, 37.3251985 37.0734765))",1,14.1,Pre-1970,False
"POLYGON ((37.3776352 37.0628273, 37.3775652 37.0628273, 37.3775652 37.0628563, 37.3776352 37.0628563, 37.3776352 37.0628273))",,,N/A,
"POLYGON ((37.4100825 37.0633722, 37.4100385 37.0635098, 37.4101334 37.0635291, 37.4101773 37.0633915, 37.4100825 37.0633722))",3,54.3,Pre-1970,False
"POLYGON ((37.4081628 37.009225, 37.4081775 37.0091811, 37.4082311 37.0091925, 37.4082164 37.0092365, 37.4081628 37.009225))",1,,Pre-1970,False
"POLYGON ((37.3880707 37.0701154, 37.3879324 37.0700967, 37.3880005 37.06984, 37.3880517 37.0698476, 37.3881023 37.069855, 37.3880707 37.0701154))",2,42.5,Pre-1970,True
"POLYGON ((37.3565983 37.0765385, 37.3566505 37.0764215, 37.3568147 37.0764682, 37.3568206 37.0764549, 37.3569385 37.0764884, 37.3568606 37.0766631, 37.3567141 37.0766215, 37.356734 37.076577, 37.3565983 37.0765385))",,,N/A,
"POLYGON ((37.6826442 36.9873306, 37.6823724 36.9867764, 37.6817179 36.987002, 37.6818824 36.9873134, 37.681582 36.9874248, 37.6817143 36.9876676, 37.6826442 36.9873306))",,,N/A,
"POLYGON ((37.5982904 37.111829, 37.5980249 37.1118266, 37.5980264 37.1117197, 37.5980854 37.1117202, 37.598087 37.1116111, 37.5982452 37.1116126, 37.5982458 37.1115655, 37.598278 37.1115658, 37.5982772 37.1116235, 37.5982933 37.1116237, 37.5982904 37.111829))",,,N/A,
"POLYGON ((37.8101557 37.4599228, 37.8101578 37.4598796, 37.8102599 37.4598826, 37.8102578 37.4599259, 37.8101557 37.4599228))",,,N/A,
"POLYGON ((37.1495797 37.1261415, 37.1496308 37.1261577, 37.1496732 37.1260726, 37.1495552 37.1260352, 37.1495312 37.1260834, 37.1495981 37.1261046, 37.1495797 37.1261415))",,,N/A,
"POLYGON ((37.3692526 37.0477897, 37.3692773 37.047814, 37.3692976 37.0478152, 37.3693296 37.0478511, 37.3693499 37.0478407, 37.3693383 37.0477862, 37.3693543 37.0477792, 37.369347 37.0477526, 37.3692526 37.0477897))",2,42.1,Pre-1970,True
"POLYGON ((37.2695182 37.0945509, 37.2696631 37.0944899, 37.2695789 37.0943627, 37.269434 37.0944236, 37.2695182 37.0945509))",,,N/A,
"POLYGON ((37.3856526 37.0488121, 37.3856532 37.0487939, 37.3856666 37.0487913, 37.3857069 37.0487832, 37.3857129 37.0487971, 37.3857277 37.0487982, 37.385727 37.0488218, 37.3856834 37.0488255, 37.3856814 37.0488309, 37.38567 37.0488314, 37.385666 37.0488111, 37.3856526 37.0488121))",4,75.8,Pre-1970,False
"POLYGON ((37.5021543 36.9818409, 37.5022136 36.9818409, 37.5022136 36.9818034, 37.5021925 36.9818034, 37.5021925 36.981789, 37.5022032 36.981789, 37.5022032 36.9817718, 37.5022273 36.9817718, 37.5022274 36.9817145, 37.5021603 36.9817145, 37.5021603 36.9817049, 37.5020618 36.9817048, 37.5020617 36.981812, 37.5021311 36.981812, 37.5021311 36.9818216, 37.5021543 36.9818216, 37.5021543 36.9818409))",,,N/A,
"POLYGON ((36.5591267 36.940858, 36.5591002 36.9408083, 36.5592408 36.9407603, 36.5592989 36.9408691, 36.5591764 36.9409109, 36.5591449 36.9408518, 36.5591267 36.940858))",,,N/A,
"POLYGON ((37.8657266 37.0133122, 37.8664198 37.0134187, 37.8667193 37.0121754, 37.8660264 37.0120689, 37.8657266 37.0133122))",,,N/A,
"POLYGON ((37.3493651 37.0393051, 37.3493648 37.0393416, 37.3494129 37.0393418, 37.3494132 37.0393054, 37.3493651 37.0393051))",2,28.8,1980-1989,False
"POLYGON ((37.3365134 37.0470989, 37.3365648 37.046996, 37.3366673 37.0470287, 37.3366208 37.0471218, 37.3366159 37.0471316, 37.3365134 37.0470989))",3,64.6,Pre-1970,False
"POLYGON ((37.2600675 37.0398681, 37.2601012 37.0398615, 37.260177 37.0398467, 37.2601405 37.0397274, 37.260031 37.0397488, 37.2600399 37.0397778, 37.2600675 37.0398681))",1,,Pre-1970,False
"POLYGON ((37.3886748 37.0357438, 37.3886137 37.0357438, 37.3886138 37.0357984, 37.3886749 37.0357983, 37.3886748 37.0357438))",,,N/A,
"POLYGON ((37.6671322 36.9753991, 37.6672117 36.9754889, 37.6673401 36.9754163, 37.6672606 36.9753265, 37.6671322 36.9753991))",,,N/A,
"POLYGON ((37.3599159 37.0531441, 37.3600462 37.0531528, 37.3600544 37.0530754, 37.359924 37.0530667, 37.3599159 37.0531441))",2,31.4,Pre-1970,True
"POLYGON ((37.8535338 37.3853173, 37.853684 37.3853192, 37.8536856 37.3852403, 37.8535936 37.3852391, 37.8535929 37.3852692, 37.8535348 37.3852684, 37.8535338 37.3853173))",,,N/A,
"POLYGON ((37.3486472 37.0314231, 37.3488911 37.0313955, 37.3489235 37.0315775, 37.3486796 37.0316052, 37.3486472 37.0314231))",2,34.5,1970-1979,True
"POLYGON ((37.3337565 37.0429344, 37.333891 37.0429849, 37.3338115 37.0431197, 37.333677 37.0430692, 37.3337565 37.0429344))",4,67.1,Pre-1970,False
"POLYGON ((37.3570365 37.0453523, 37.3570868 37.0454388, 37.357161 37.0454113, 37.3571181 37.0453375, 37.3571107 37.0453248, 37.3570365 37.0453523))",,,N/A,
"POLYGON ((37.3447046 37.0535351, 37.344541 37.0535324, 37.34454 37.0535732, 37.3445718 37.0535738, 37.3445709 37.05361, 37.3447143 37.0536124, 37.3447163 37.0535353, 37.3447046 37.0535351))",2,31.4,Pre-1970,True
"POLYGON ((37.4201759 37.0471828, 37.4202446 37.0471351, 37.4201507 37.047049, 37.420082 37.0470966, 37.4201759 37.0471828))",,,N/A,
"POLYGON ((37.7441514 37.2518812, 37.7443337 37.2520176, 37.744242 37.2520953, 37.7440597 37.2519589, 37.7441514 37.2518812))",,,N/A,
"POLYGON ((37.2835729 37.200493, 37.2836992 37.2004791, 37.2837196 37.2005965, 37.2835933 37.2006104, 37.2835729 37.200493))",2,37.8,Pre-1970,False
"POLYGON ((37.4091844 37.0449933, 37.4092399 37.0449667, 37.4092547 37.0449864, 37.4092881 37.0449703, 37.40932 37.0450126, 37.4092737 37.0450349, 37.4092599 37.0450165, 37.4092173 37.0450369, 37.4091844 37.0449933))",3,53.8,Pre-1970,False
"POLYGON ((37.3972645 37.0440485, 37.3972656 37.0440956, 37.39722 37.0440962, 37.3972645 37.0440485))",3,54.5,Pre-1970,False
"POLYGON ((37.3587244 37.0697526, 37.3589499 37.0698366, 37.3588732 37.0699678, 37.3586476 37.0698837, 37.3587244 37.0697526))",1,22.3,Pre-1970,False
"POLYGON ((37.7357819 37.407406, 37.7355658 37.4074185, 37.7355586 37.4073401, 37.7357747 37.4073276, 37.7357819 37.407406))",,,N/A,
"POLYGON ((37.1934701 37.0100732, 37.1934658 37.0101115, 37.193367 37.0101044, 37.1933714 37.010066, 37.1934701 37.0100732))",,,N/A,
"POLYGON ((37.3459895 37.0481066, 37.3459794 37.0481512, 37.3459347 37.0481448, 37.3459448 37.0481002, 37.3459895 37.0481066))",2,41.0,1980-1989,False
"POLYGON ((37.2877707 36.9980717, 37.2878255 36.9979825, 37.2879022 36.9980126, 37.2878475 36.9981018, 37.2877707 36.9980717))",,,N/A,
"POLYGON ((37.3988203 37.0410555, 37.3987849 37.0411058, 37.3988271 37.0411247, 37.3988625 37.0410744, 37.3988526 37.04107, 37.3988203 37.0410555))",1,18.8,1980-1989,False
"POLYGON ((37.2986536 37.1397129, 37.2987184 37.1396475, 37.2987961 37.1396963, 37.2987314 37.1397618, 37.2986536 37.1397129))",1,15.0,Pre-1970,False
"POLYGON ((37.3539868 37.0464349, 37.3538737 37.0464319, 37.353877 37.0463545, 37.3539901 37.0463576, 37.3539868 37.0464349))",2,50.0,Pre-1970,True
"POLYGON ((37.7798453 37.0067116, 37.779845 37.0068251, 37.7796438 37.0068248, 37.7796441 37.0067113, 37.7798453 37.0067116))",,,N/A,
"POLYGON ((37.2829281 37.1854373, 37.2828065 37.1854347, 37.2828102 37.1853268, 37.2829318 37.1853294, 37.2829281 37.1854373))",2,27.0,1980-1989,False
"POLYGON ((37.3891152 37.0417054, 37.3891649 37.0417054, 37.3891649 37.0416605, 37.3891152 37.0416605, 37.3891152 37.0417054))",,,N/A,
"POLYGON ((36.8458861 37.165693, 36.8458392 37.1656949, 36.8458358 37.1656429, 36.8458827 37.1656409, 36.8458861 37.165693))",1,19.6,Pre-1970,False
"POLYGON ((36.7382009 36.9685905, 36.7381566 36.9686041, 36.738147 36.9685843, 36.7381913 36.9685706, 36.7382009 36.9685905))",,,N/A,
"POLYGON ((37.6205476 36.7413642, 37.6205285 36.7415295, 37.6204806 36.741526, 37.6204997 36.7413607, 37.6205476 36.7413642))",,,N/A,
"POLYGON ((37.3567271 37.0436586, 37.3568565 37.0436616, 37.3568573 37.0436402, 37.356859 37.0435937, 37.3567296 37.0435907, 37.3567271 37.0436586))",2,29.2,Pre-1970,True
"POLYGON ((37.7759513 37.2858865, 37.7759619 37.2859492, 37.7759162 37.285954, 37.7759056 37.2858913, 37.7759513 37.2858865))",,,N/A,
"POLYGON ((37.3355033 37.0440034, 37.3355047 37.0438715, 37.3356703 37.0438727, 37.3356689 37.0440046, 37.33552 37.0440035, 37.3355033 37.0440034))",2,36.8,Pre-1970,True
"POLYGON ((37.6941537 37.4222672, 37.6941525 37.4222268, 37.6942205 37.4222241, 37.6942368 37.4222247, 37.694235 37.4222539, 37.6942371 37.4222657, 37.6941537 37.4222672))",,,N/A,
"POLYGON ((37.3714706 37.0495188, 37.3714587 37.0494513, 37.3715754 37.0494382, 37.3715873 37.0495057, 37.3714706 37.0495188))",3,43.7,Pre-1970,True
"POLYGON ((37.3074029 37.134815, 37.3073386 37.1348168, 37.3073392 37.1348317, 37.3072052 37.1348353, 37.3072002 37.1347157, 37.3073984 37.1347104, 37.3074029 37.134815))",,,N/A,
"POLYGON ((37.0208079 37.0535519, 37.0207608 37.0535659, 37.0207433 37.0535283, 37.0207904 37.0535143, 37.0208079 37.0535519))",,,N/A,
"POLYGON ((37.3696753 37.0859557, 37.369755 37.0859544, 37.3697729 37.0859567, 37.3697722 37.0859306, 37.369807 37.0859301, 37.3698067 37.0859086, 37.3696741 37.0859107, 37.3696753 37.0859557))",1,23.6,Pre-1970,False
"POLYGON ((37.3897104 37.0525511, 37.3897437 37.0525554, 37.3897543 37.0525027, 37.389721 37.0524984, 37.3897104 37.0525511))",2,29.3,Pre-1970,True
"POLYGON ((37.3411553 37.0458555, 37.3411552 37.0457731, 37.3411552 37.0457569, 37.3410098 37.045757, 37.3410099 37.0458556, 37.3411553 37.0458555))",,,N/A,
"POLYGON ((36.5823792 37.0344301, 36.5823953 37.0343628, 36.5824445 37.0343703, 36.5824283 37.0344376, 36.5823792 37.0344301))",,,N/A,
"POLYGON ((36.7408379 37.0853743, 36.7407896 37.0853871, 36.7408139 37.0854457, 36.7407667 37.0854582, 36.7407307 37.0853714, 36.7408262 37.0853462, 36.7408379 37.0853743))",,,N/A,
"POLYGON ((37.4578214 37.0240755, 37.4576813 37.0240975, 37.4576972 37.0241622, 37.457765 37.0241515, 37.4577737 37.0241868, 37.4578381 37.0241767, 37.4578429 37.0241962, 37.4578508 37.024195, 37.4578214 37.0240755))",2,39.2,1980-1989,False
"POLYGON ((37.3582932 37.0516734, 37.3583565 37.0516761, 37.3583569 37.0516696, 37.3583637 37.0515689, 37.3583247 37.0515672, 37.3583231 37.0515924, 37.3582987 37.0515913, 37.3582932 37.0516734))",2,36.4,Pre-1970,True
"POLYGON ((37.4241545 37.100219, 37.4240054 37.1001795, 37.4240545 37.1000614, 37.4242037 37.1001009, 37.4241545 37.100219))",4,70.4,Pre-1970,True
"POLYGON ((37.9732496 37.0419893, 37.9732482 37.0418906, 37.9733826 37.0418894, 37.973384 37.0419881, 37.9732496 37.0419893))",1,23.2,1990-1999,False
"POLYGON ((37.366346 37.0503121, 37.3663461 37.0502964, 37.3663254 37.0502962, 37.3663252 37.050312, 37.366346 37.0503121))",2,38.7,Pre-1970,True
"POLYGON ((37.3988822 37.043197, 37.3988844 37.0431119, 37.3989739 37.0431134, 37.3989717 37.0431985, 37.3988822 37.043197))",4,70.8,Pre-1970,False
"POLYGON ((37.3066416 37.1134799, 37.3067034 37.1135866, 37.3067883 37.1135374, 37.3067368 37.1134409, 37.3067523 37.1134307, 37.3067137 37.113324, 37.3065541 37.1133773, 37.3066108 37.1134881, 37.3066416 37.1134799))",,,N/A,
"POLYGON ((37.3621019 37.0862994, 37.3619923 37.086357, 37.3619132 37.0862613, 37.3620229 37.0862037, 37.3621019 37.0862994))",1,26.9,Pre-1970,False
"POLYGON ((37.4106622 37.038762, 37.410703 37.0387926, 37.4107383 37.0387626, 37.4106975 37.038732, 37.4106622 37.038762))",2,29.8,2000-2009,False
"POLYGON ((37.2802135 37.0943477, 37.2803624 37.0944471, 37.2804891 37.0943265, 37.2803403 37.094227, 37.2802135 37.0943477))",,,N/A,
"POLYGON ((37.3993413 37.0627831, 37.3992934 37.0627034, 37.3994135 37.0626574, 37.3994614 37.0627371, 37.3993413 37.0627831))",,,N/A,
"POLYGON ((37.3940172 37.0357082, 37.3939605 37.0357086, 37.3939612 37.0357689, 37.3940179 37.0357685, 37.3940172 37.0357082))",4,67.8,Pre-1970,False
"POLYGON ((37.8344127 37.3953346, 37.834544 37.3953243, 37.8345316 37.3952239, 37.8344003 37.3952342, 37.8344127 37.3953346))",,,N/A,
"POLYGON ((37.3637056 37.0371034, 37.3636572 37.0371603, 37.3636188 37.0371395, 37.3636024 37.0371588, 37.3635298 37.0371195, 37.3635947 37.0370432, 37.3637056 37.0371034))",2,28.4,1990-1999,True
